task_id,task_code,project_id,assigned_user_id,task_name,task_status,priority,created_date,due_date,completed_date
996,TSK00996,37,150,Design User Interface,pending,high,2024-04-25,2024-05-28,
997,TSK00997,37,137,Create Database Schema,completed,low,2024-04-26,2024-05-31,2024-05-03
998,TSK00998,37,153,Testing Module,completed,medium,2024-05-16,2024-07-11,2024-05-27
999,TSK00999,37,144,Write Documentation,completed,medium,2024-04-20,2024-06-13,2024-05-03
1000,TSK01000,37,157,Design User Interface,in progress,medium,2024-05-07,2024-06-11,
1001,TSK01001,37,139,Deploy Application,completed,medium,2024-05-03,2024-06-26,2024-05-05
1002,TSK01002,37,157,Design User Interface,in progress,low,2024-04-20,2024-05-25,
1003,TSK01003,38,142,Optimize Performance,in progress,low,2024-06-17,2024-07-12,
1004,TSK01004,38,133,Optimize Performance,completed,high,2024-06-08,2024-07-13,2024-06-25
1005,TSK01005,38,135,Security Testing,completed,high,2024-05-22,2024-07-12,2024-05-26
1006,TSK01006,38,150,Create Dashboard,pending,medium,2024-06-06,2024-06-24,
1007,TSK01007,38,136,Optimize Performance,in progress,low,2024-06-03,2024-06-30,
1008,TSK01008,38,131,Create Database Schema,completed,low,2024-06-11,2024-07-16,2024-06-17
1009,TSK01009,38,157,Write Documentation,in progress,high,2024-06-09,2024-07-18,
1010,TSK01010,38,159,Write Documentation,completed,low,2024-06-08,2024-06-25,2024-06-21
1011,TSK01011,38,133,Develop API,in progress,high,2024-06-18,2024-07-06,
1012,TSK01012,38,143,Fix Bugs,completed,high,2024-06-13,2024-07-18,2024-06-27
1013,TSK01013,38,132,Testing Module,completed,low,2024-05-29,2024-07-23,2024-06-02
1014,TSK01014,38,155,Optimize Performance,pending,medium,2024-05-28,2024-06-04,
1015,TSK01015,38,137,Security Testing,completed,medium,2024-06-08,2024-07-14,2024-06-16
1016,TSK01016,38,162,Security Testing,in progress,low,2024-06-02,2024-07-14,
1017,TSK01017,38,137,Design User Interface,completed,low,2024-05-28,2024-06-07,2024-06-15
1018,TSK01018,38,133,Design User Interface,in progress,medium,2024-06-09,2024-08-08,
1019,TSK01019,38,129,Design User Interface,in progress,low,2024-06-08,2024-06-26,
1020,TSK01020,38,162,Security Testing,completed,high,2024-05-25,2024-06-12,2024-06-14
1021,TSK01021,38,126,Create Database Schema,completed,high,2024-06-03,2024-06-30,2024-06-15
1022,TSK01022,38,151,Deploy Application,completed,low,2024-05-31,2024-07-07,2024-06-03
1023,TSK01023,38,141,Create Dashboard,pending,medium,2024-05-24,2024-07-03,
1024,TSK01024,38,127,Create Database Schema,completed,medium,2024-05-26,2024-07-12,2024-06-15
1025,TSK01025,39,162,Fix Bugs,in progress,medium,2024-06-21,2024-07-18,
1026,TSK01026,39,163,Create Dashboard,in progress,high,2024-06-27,2024-08-12,
1027,TSK01027,39,164,Optimize Performance,in progress,medium,2024-07-07,2024-07-25,
1028,TSK01028,39,136,Design User Interface,completed,low,2024-07-17,2024-08-22,2024-07-27
1029,TSK01029,39,163,Write Documentation,completed,medium,2024-07-09,2024-08-06,2024-07-16
1030,TSK01030,39,164,Testing Module,in progress,low,2024-06-30,2024-07-19,
1031,TSK01031,39,128,Fix Bugs,in progress,medium,2024-07-11,2024-08-22,
1032,TSK01032,39,145,Create Dashboard,completed,medium,2024-06-29,2024-08-11,2024-07-03
1033,TSK01033,39,136,Create Dashboard,completed,high,2024-07-08,2024-08-27,2024-07-14
1034,TSK01034,39,132,Optimize Performance,completed,low,2024-07-04,2024-08-09,2024-07-06
1035,TSK01035,39,153,Write Documentation,completed,high,2024-07-17,2024-07-27,2024-07-28
1036,TSK01036,39,160,Create Dashboard,in progress,medium,2024-07-15,2024-07-23,
1037,TSK01037,39,145,Create Dashboard,in progress,low,2024-06-25,2024-07-11,
1038,TSK01038,39,148,Deploy Application,completed,high,2024-06-27,2024-08-09,2024-07-08
1039,TSK01039,39,162,Create Database Schema,in progress,high,2024-07-08,2024-09-01,
1040,TSK01040,39,126,Fix Bugs,completed,medium,2024-06-28,2024-08-05,2024-07-09
1041,TSK01041,39,152,Fix Bugs,pending,medium,2024-07-17,2024-08-12,
1042,TSK01042,39,126,Testing Module,pending,high,2024-06-24,2024-07-29,
1043,TSK01043,39,154,Deploy Application,pending,low,2024-07-05,2024-08-02,
1044,TSK01044,39,157,Fix Bugs,in progress,high,2024-07-18,2024-08-03,
1045,TSK01045,39,132,Testing Module,completed,high,2024-07-13,2024-08-18,2024-07-30
1046,TSK01046,39,131,Design User Interface,completed,medium,2024-07-01,2024-07-10,2024-07-18
1047,TSK01047,39,145,Optimize Performance,completed,high,2024-07-10,2024-07-23,2024-07-13
1048,TSK01048,39,125,Security Testing,completed,high,2024-07-05,2024-08-21,2024-07-15
1049,TSK01049,39,136,Testing Module,pending,medium,2024-07-17,2024-08-27,
1050,TSK01050,39,141,Develop API,completed,low,2024-06-29,2024-07-13,2024-07-03
1051,TSK01051,40,130,Testing Module,in progress,medium,2024-11-27,2025-01-08,
1052,TSK01052,40,142,Security Testing,in progress,medium,2024-11-18,2024-11-29,
1053,TSK01053,40,158,Optimize Performance,completed,low,2024-11-17,2024-11-25,2024-11-28
1054,TSK01054,40,130,Write Documentation,completed,low,2024-11-23,2024-12-27,2024-11-25
1055,TSK01055,40,162,Security Testing,pending,medium,2024-11-20,2025-01-10,
1056,TSK01056,40,146,Fix Bugs,in progress,medium,2024-11-30,2024-12-19,
1057,TSK01057,40,129,Optimize Performance,completed,medium,2024-11-30,2024-12-12,2024-12-18
1058,TSK01058,40,130,Optimize Performance,completed,medium,2024-12-04,2025-01-21,2024-12-19
1059,TSK01059,40,138,Testing Module,completed,low,2024-11-30,2025-01-15,2024-12-16
1060,TSK01060,40,135,Create Dashboard,completed,high,2024-11-16,2024-12-13,2024-11-29
1061,TSK01061,41,154,Create Database Schema,pending,medium,2024-08-03,2024-09-08,
1062,TSK01062,41,146,Security Testing,pending,medium,2024-08-15,2024-09-23,
1063,TSK01063,41,130,Create Dashboard,in progress,medium,2024-07-22,2024-08-02,
1064,TSK01064,41,153,Write Documentation,in progress,medium,2024-08-13,2024-09-04,
1065,TSK01065,41,134,Optimize Performance,pending,medium,2024-08-07,2024-09-04,
1066,TSK01066,41,151,Write Documentation,completed,medium,2024-07-25,2024-08-22,2024-08-13
1067,TSK01067,41,128,Security Testing,completed,high,2024-08-05,2024-08-19,2024-08-11
1068,TSK01068,41,144,Deploy Application,in progress,low,2024-08-06,2024-09-10,
1069,TSK01069,41,149,Create Database Schema,in progress,medium,2024-07-24,2024-09-12,
1070,TSK01070,41,148,Create Dashboard,in progress,medium,2024-08-14,2024-10-02,
1071,TSK01071,41,132,Security Testing,pending,high,2024-07-20,2024-09-05,
1072,TSK01072,41,133,Develop API,pending,medium,2024-08-13,2024-09-07,
1073,TSK01073,41,136,Testing Module,completed,medium,2024-07-31,2024-08-27,2024-08-15
1074,TSK01074,41,143,Write Documentation,in progress,high,2024-07-28,2024-08-26,
1075,TSK01075,41,163,Deploy Application,in progress,medium,2024-07-21,2024-08-05,
1076,TSK01076,41,147,Deploy Application,in progress,critical,2024-08-15,2024-08-22,
1077,TSK01077,41,146,Create Database Schema,in progress,high,2024-08-10,2024-08-18,
1078,TSK01078,41,161,Write Documentation,in progress,medium,2024-07-26,2024-09-16,
1079,TSK01079,41,151,Deploy Application,in progress,medium,2024-07-31,2024-08-18,
1080,TSK01080,41,159,Write Documentation,pending,high,2024-08-03,2024-09-02,
1081,TSK01081,41,142,Develop API,in progress,low,2024-08-14,2024-08-25,
1082,TSK01082,41,155,Write Documentation,pending,critical,2024-08-08,2024-08-23,
1083,TSK01083,41,150,Optimize Performance,pending,high,2024-07-21,2024-09-10,
1084,TSK01084,41,135,Optimize Performance,completed,medium,2024-08-07,2024-09-18,2024-08-27
1085,TSK01085,42,179,Develop API,in progress,medium,2025-01-02,2025-01-09,
1086,TSK01086,42,211,Testing Module,in progress,high,2025-01-06,2025-01-30,
1087,TSK01087,42,188,Design User Interface,completed,critical,2025-01-01,2025-02-13,2025-01-20
1088,TSK01088,42,202,Optimize Performance,completed,critical,2025-01-03,2025-01-15,2025-01-07
1089,TSK01089,42,219,Fix Bugs,completed,medium,2024-12-23,2025-01-04,2025-01-09
1090,TSK01090,42,180,Optimize Performance,completed,medium,2025-01-04,2025-02-22,2025-01-07
1091,TSK01091,42,205,Deploy Application,pending,high,2025-01-09,2025-02-04,
1092,TSK01092,42,186,Deploy Application,pending,high,2025-01-07,2025-02-13,
1093,TSK01093,42,195,Security Testing,in progress,high,2025-01-02,2025-02-04,
1094,TSK01094,42,183,Develop API,completed,low,2024-12-30,2025-02-13,2025-01-09
1095,TSK01095,42,215,Security Testing,in progress,medium,2025-01-11,2025-02-27,
1096,TSK01096,42,201,Design User Interface,in progress,medium,2025-01-03,2025-01-28,
1097,TSK01097,42,183,Optimize Performance,completed,low,2025-01-13,2025-02-21,2025-01-14
1098,TSK01098,42,181,Develop API,completed,medium,2024-12-21,2025-01-14,2024-12-30
1099,TSK01099,42,212,Create Database Schema,in progress,medium,2025-01-15,2025-02-28,
1100,TSK01100,42,193,Create Dashboard,pending,high,2025-01-11,2025-02-03,
1101,TSK01101,42,176,Deploy Application,completed,high,2025-01-13,2025-02-10,2025-01-29
1102,TSK01102,42,217,Develop API,completed,high,2024-12-21,2025-02-14,2025-01-10
1103,TSK01103,42,207,Optimize Performance,completed,high,2025-01-01,2025-01-18,2025-01-09
1104,TSK01104,42,218,Create Dashboard,in progress,low,2024-12-25,2025-01-17,
1105,TSK01105,42,175,Optimize Performance,completed,medium,2025-01-12,2025-02-07,2025-01-14
1106,TSK01106,42,179,Write Documentation,completed,medium,2025-01-03,2025-02-03,2025-01-21
1107,TSK01107,42,198,Write Documentation,in progress,low,2025-01-03,2025-03-02,
1108,TSK01108,42,185,Deploy Application,in progress,medium,2025-01-02,2025-01-11,
1109,TSK01109,42,219,Write Documentation,completed,medium,2024-12-22,2025-02-08,2025-01-03
1110,TSK01110,42,182,Fix Bugs,in progress,high,2025-01-15,2025-02-07,
1111,TSK01111,42,194,Testing Module,in progress,high,2025-01-08,2025-02-21,
1112,TSK01112,42,186,Develop API,pending,medium,2025-01-12,2025-01-19,
1113,TSK01113,42,169,Design User Interface,pending,medium,2025-01-09,2025-02-18,
1114,TSK01114,42,179,Fix Bugs,completed,medium,2024-12-22,2024-12-31,2025-01-03
1115,TSK01115,42,203,Testing Module,completed,critical,2024-12-19,2025-02-04,2024-12-21
1116,TSK01116,42,170,Security Testing,completed,low,2024-12-22,2025-02-09,2024-12-26
1117,TSK01117,42,216,Develop API,completed,high,2025-01-12,2025-03-04,2025-01-31
1118,TSK01118,42,194,Create Database Schema,in progress,medium,2024-12-24,2025-01-17,
1119,TSK01119,42,207,Create Dashboard,in progress,medium,2025-01-12,2025-03-09,
1120,TSK01120,42,168,Write Documentation,in progress,medium,2024-12-21,2024-12-31,
1121,TSK01121,43,193,Create Database Schema,in progress,medium,2024-07-12,2024-07-31,
1122,TSK01122,43,206,Optimize Performance,in progress,low,2024-07-05,2024-08-15,
1123,TSK01123,43,204,Create Database Schema,in progress,high,2024-07-10,2024-08-31,
1124,TSK01124,43,169,Create Database Schema,pending,medium,2024-06-24,2024-07-17,
1125,TSK01125,43,196,Develop API,in progress,medium,2024-07-10,2024-07-17,
1126,TSK01126,43,189,Fix Bugs,pending,low,2024-07-15,2024-08-12,
1127,TSK01127,43,165,Deploy Application,in progress,high,2024-07-14,2024-09-08,
1128,TSK01128,43,190,Create Database Schema,in progress,medium,2024-07-01,2024-07-08,
1129,TSK01129,43,172,Security Testing,completed,medium,2024-06-28,2024-07-27,2024-07-14
1130,TSK01130,43,168,Create Database Schema,completed,medium,2024-06-26,2024-07-24,2024-07-09
1131,TSK01131,43,206,Testing Module,completed,low,2024-06-18,2024-06-27,2024-06-28
1132,TSK01132,43,209,Write Documentation,completed,high,2024-06-28,2024-08-14,2024-07-08
1133,TSK01133,43,170,Optimize Performance,in progress,high,2024-07-08,2024-07-23,
1134,TSK01134,43,211,Security Testing,pending,medium,2024-06-17,2024-07-18,
1135,TSK01135,43,196,Deploy Application,completed,critical,2024-06-18,2024-08-15,2024-06-28
1136,TSK01136,43,167,Create Dashboard,completed,low,2024-06-30,2024-08-26,2024-07-01
1137,TSK01137,43,172,Testing Module,pending,high,2024-07-09,2024-08-27,
1138,TSK01138,43,208,Deploy Application,in progress,low,2024-07-02,2024-08-15,
1139,TSK01139,44,212,Develop API,pending,medium,2024-08-19,2024-08-27,
1140,TSK01140,44,167,Testing Module,completed,high,2024-08-05,2024-08-20,2024-08-25
1141,TSK01141,44,168,Fix Bugs,pending,high,2024-07-21,2024-08-03,
1142,TSK01142,44,169,Create Database Schema,completed,low,2024-08-04,2024-09-18,2024-08-23
1143,TSK01143,44,216,Testing Module,completed,medium,2024-08-15,2024-10-12,2024-08-18
1144,TSK01144,44,185,Create Database Schema,completed,critical,2024-08-16,2024-09-28,2024-08-29
1145,TSK01145,44,218,Testing Module,pending,high,2024-08-07,2024-09-20,
1146,TSK01146,44,172,Fix Bugs,in progress,low,2024-07-26,2024-08-28,
1147,TSK01147,44,175,Optimize Performance,completed,medium,2024-07-26,2024-09-08,2024-08-13
1148,TSK01148,44,215,Security Testing,pending,medium,2024-07-22,2024-08-08,
1149,TSK01149,44,165,Design User Interface,completed,low,2024-07-21,2024-08-02,2024-07-24
1150,TSK01150,44,191,Optimize Performance,completed,medium,2024-08-12,2024-09-01,2024-08-22
1151,TSK01151,44,193,Write Documentation,completed,medium,2024-07-25,2024-08-12,2024-08-11
1152,TSK01152,44,176,Optimize Performance,completed,medium,2024-08-09,2024-08-21,2024-08-29
1153,TSK01153,44,187,Write Documentation,completed,low,2024-08-10,2024-09-01,2024-08-20
1154,TSK01154,44,198,Create Database Schema,pending,medium,2024-07-27,2024-09-20,
1155,TSK01155,44,194,Testing Module,in progress,medium,2024-08-07,2024-08-26,
1156,TSK01156,45,219,Optimize Performance,pending,medium,2024-08-14,2024-08-31,
1157,TSK01157,45,206,Create Dashboard,completed,medium,2024-08-10,2024-09-13,2024-08-12
1158,TSK01158,45,216,Optimize Performance,in progress,low,2024-07-28,2024-09-20,
1159,TSK01159,45,175,Design User Interface,completed,medium,2024-07-21,2024-08-04,2024-07-27
1160,TSK01160,45,202,Security Testing,completed,medium,2024-07-22,2024-08-10,2024-08-06
1161,TSK01161,45,179,Create Database Schema,completed,medium,2024-08-12,2024-08-25,2024-08-23
1162,TSK01162,45,189,Testing Module,completed,low,2024-07-27,2024-09-09,2024-08-03
1163,TSK01163,45,192,Develop API,pending,medium,2024-08-04,2024-09-19,
1164,TSK01164,45,188,Develop API,pending,medium,2024-08-03,2024-08-22,
1165,TSK01165,45,182,Testing Module,in progress,medium,2024-08-09,2024-08-18,
1166,TSK01166,45,182,Develop API,in progress,low,2024-08-11,2024-09-16,
1167,TSK01167,45,213,Create Dashboard,in progress,medium,2024-08-03,2024-08-28,
1168,TSK01168,45,215,Security Testing,pending,high,2024-08-08,2024-09-20,
1169,TSK01169,46,191,Deploy Application,pending,medium,2024-10-17,2024-11-06,
1170,TSK01170,46,194,Fix Bugs,in progress,low,2024-10-08,2024-11-11,
1171,TSK01171,46,185,Write Documentation,completed,medium,2024-10-13,2024-11-26,2024-10-21
1172,TSK01172,46,191,Design User Interface,completed,low,2024-09-24,2024-10-31,2024-09-25
1173,TSK01173,46,192,Deploy Application,completed,medium,2024-10-13,2024-12-10,2024-10-15
1174,TSK01174,46,193,Optimize Performance,completed,medium,2024-10-15,2024-11-26,2024-10-19
1175,TSK01175,46,211,Write Documentation,pending,high,2024-10-14,2024-10-29,
1176,TSK01176,46,206,Create Database Schema,in progress,low,2024-10-01,2024-11-19,
1177,TSK01177,46,194,Security Testing,pending,high,2024-09-29,2024-10-07,
1178,TSK01178,46,173,Write Documentation,in progress,low,2024-10-04,2024-11-03,
1179,TSK01179,46,205,Design User Interface,in progress,high,2024-10-10,2024-10-21,
1180,TSK01180,46,198,Design User Interface,completed,medium,2024-10-02,2024-11-26,2024-10-13
1181,TSK01181,46,199,Security Testing,completed,high,2024-09-28,2024-11-24,2024-10-18
1182,TSK01182,46,186,Design User Interface,pending,medium,2024-10-11,2024-11-30,
1183,TSK01183,46,189,Create Dashboard,completed,medium,2024-10-01,2024-10-10,2024-10-05
1184,TSK01184,46,206,Deploy Application,in progress,high,2024-10-01,2024-11-12,
1185,TSK01185,46,186,Testing Module,completed,medium,2024-10-12,2024-11-29,2024-10-17
1186,TSK01186,46,209,Testing Module,completed,high,2024-10-05,2024-11-29,2024-10-24
1187,TSK01187,46,182,Deploy Application,in progress,medium,2024-09-27,2024-10-21,
1188,TSK01188,46,187,Optimize Performance,pending,medium,2024-09-21,2024-10-31,
1189,TSK01189,46,210,Deploy Application,pending,medium,2024-10-16,2024-11-26,
1190,TSK01190,46,204,Create Dashboard,in progress,high,2024-10-18,2024-12-08,
1191,TSK01191,46,177,Optimize Performance,completed,low,2024-10-15,2024-11-16,2024-10-18
1192,TSK01192,46,169,Create Database Schema,pending,low,2024-10-18,2024-11-01,
1193,TSK01193,46,174,Testing Module,pending,medium,2024-10-12,2024-11-28,
1194,TSK01194,46,208,Deploy Application,in progress,high,2024-09-20,2024-10-27,
1195,TSK01195,46,212,Design User Interface,in progress,medium,2024-10-01,2024-10-12,
1196,TSK01196,47,206,Create Dashboard,completed,medium,2024-10-22,2024-11-19,2024-11-08
1197,TSK01197,47,196,Security Testing,completed,medium,2024-10-15,2024-11-24,2024-10-26
1198,TSK01198,47,194,Fix Bugs,in progress,medium,2024-10-21,2024-12-17,
1199,TSK01199,47,181,Testing Module,pending,medium,2024-10-04,2024-10-29,
1200,TSK01200,47,187,Fix Bugs,completed,medium,2024-10-19,2024-11-05,2024-10-24
1201,TSK01201,47,183,Develop API,completed,critical,2024-10-14,2024-12-13,2024-11-01
1202,TSK01202,47,175,Testing Module,completed,low,2024-10-17,2024-11-13,2024-10-22
1203,TSK01203,47,181,Create Dashboard,pending,low,2024-10-13,2024-11-24,
1204,TSK01204,47,185,Create Dashboard,pending,low,2024-10-17,2024-11-21,
1205,TSK01205,47,184,Create Database Schema,completed,high,2024-10-12,2024-11-13,2024-10-30
1206,TSK01206,48,185,Develop API,completed,low,2024-06-10,2024-08-03,2024-06-25
1207,TSK01207,48,206,Fix Bugs,completed,medium,2024-06-12,2024-07-07,2024-06-23
1208,TSK01208,48,207,Develop API,completed,high,2024-06-19,2024-08-11,2024-07-08
1209,TSK01209,48,209,Create Database Schema,completed,high,2024-06-24,2024-07-03,2024-07-05
1210,TSK01210,48,184,Design User Interface,completed,medium,2024-05-30,2024-07-29,2024-06-03
1211,TSK01211,48,170,Create Dashboard,in progress,low,2024-06-02,2024-07-20,
1212,TSK01212,48,179,Fix Bugs,in progress,low,2024-06-01,2024-06-13,
1213,TSK01213,48,197,Write Documentation,completed,low,2024-06-12,2024-07-09,2024-06-15
1214,TSK01214,48,207,Create Dashboard,completed,medium,2024-06-14,2024-08-05,2024-06-16
1215,TSK01215,48,189,Create Dashboard,in progress,low,2024-06-22,2024-07-21,
1216,TSK01216,48,193,Deploy Application,in progress,low,2024-06-06,2024-07-29,
1217,TSK01217,48,191,Optimize Performance,in progress,medium,2024-06-23,2024-08-20,
1218,TSK01218,48,211,Write Documentation,completed,low,2024-06-18,2024-08-01,2024-07-02
